ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: _wpt_field_downloads
      
random,Electric,577295,Solenoid valve,1,0,visible,VSNC-FC-M52-MD-G14-F8-1B2,"Technical Data: [{"property":"Valve function";"value":"5/2-way or 3/2-way; convertible"};{"property":"Type of actuation";"value":"Electric"};{"property":"Construction width";"value":"32 mm"};{"property":"Standard nominal flow rate";"value":"1250 l/min"};{"property":"pneumatic working port";"value":"NAMUR port pattern"};{"property":"Operating voltage";"value":"24V DC"};{"property":"Operating pressure";"value":"0.25 MPa ... 1 MPa"};{"property":"Operating pressure";"value":"2.5 bar ... 10 bar"};{"property":"Design";"value":"Piston gate valve"};{"property":"Type of reset";"value":"Mechanical spring"};{"property":"Approval";"value":"c UL us - Recognized (OL)"};{"property":"Certificate issuing authority";"value":"DNVGL-TAA000011J"};{"property":"Degree of protection";"value":"IP65\nIP67\nWith plug socket\nTo IEC 60529"};{"property":"Exhaust-air function";"value":"With flow control option"};{"property":"Sealing principle";"value":"Soft"};{"property":"Mounting position";"value":"optional"};{"property":"Conforms to standard";"value":"VDI/VDE 3845 (NAMUR)"};{"property":"Manual override";"value":"Detenting\nNon-detenting"};{"property":"Type of piloting";"value":"Pilot actuated"};{"property":"Pilot air supply";"value":"Internal"};{"property":"Flow direction";"value":"Non-reversible"};{"property":"Symbol";"value":"00991831"};{"property":"lap";"value":"Positive overlap"};{"property":"Signal status display";"value":"With accessories"};{"property":"b value";"value":"0.4"};{"property":"C value";"value":"5.2 l/sbar"};{"property":"Standard nominal flow rate; exhaust return 4->3";"value":"110 l/min"};{"property":"Switching time off";"value":"48 ms"};{"property":"Switching time on";"value":"11 ms"};{"property":"Duty cycle";"value":"100%"};{"property":"Characteristic coil data";"value":"24 V DC: 3.3 W"};{"property":"Permissible voltage fluctuations";"value":"+/- 10 %"};{"property":"Operating medium";"value":"Compressed air to ISO 8573-1:2010 [7:4:4]"};{"property":"Note on operating and pilot medium";"value":"Lubricated operation possible (in which case lubricated operation will always be required)"};{"property":"Corrosion resistance class CRC";"value":"2 - Moderate corrosion stress"};{"property":"LABS (PWIS) conformity";"value":"VDMA24364-B2-L"};{"property":"Media temperature";"value":"-20 °C ... 60 °C"};{"property":"Ambient temperature";"value":"-20 °C ... 60 °C"};{"property":"Product weight";"value":"380 g"};{"property":"Electrical connection";"value":"3-pin\nType B\nPlugs\nTo industry standard (11 mm)"};{"property":"Type of mounting";"value":"With through-hole"};{"property":"Breather connection";"value":"Not ducted"};{"property":"Pneumatic connection; port 1";"value":"G1/4"};{"property":"Pneumatic connection; port 2";"value":"NAMUR port pattern"};{"property":"Pneumatic connection; port 3";"value":"G1/4"};{"property":"Pneumatic connection; port 4";"value":"NAMUR port pattern"};{"property":"Pneumatic connection; port 5";"value":"G1/4"};{"property":"Note on materials";"value":"RoHS-compliant"};{"property":"Material seals";"value":"NBR"};{"property":"Material housing";"value":"Wrought aluminium alloy"};{"property":"Material screws";"value":"Galvanised steel"}] Accessories: {"filterBy":"Filter by";"allAccessories":"All Accessories";"onlyRecommended":"Only recommended Accessories";"coreRange":"Core Range";"items":["Mounting accessories";"General accessories";"Electrical accessories";"Silencer";"Tubes";"Fittings"]}",,,,taxable,,1,,,,,1,,£87.32,Industrial automation,,,https://www.festo.com/media/pim/888/D15000100126888_488x366.jpg;https://www.festo.com/media/pim/888/D15000100126888_488x366.jpg,,,,,,,,
